country,year,Numpate,R_D,Uni10,GdpLog,educ,FDI,IPr,Trade,PerCapDoll,GDPgrowth,urban,LaborAdEd,corrupt,PopTotLog,Stability,count,devel
Argentina,2008,1115.0,0.47055,0.249500001996,11.5581780199535,4.84440994262695,2.68990096507093,2.680075454597701,40.4026733790382,9020.87309807194,4.05723310346406,38.2318637986302,83.8499984741211,-0.4355765,7.60292944656624,-0.0852222,8,0
Argentina,2009,952.0,0.58398,0.2470185600853379,11.5224135639003,5.53105020523071,1.20643922647566,2.4910549355421687,34.0571269054879,8225.13717626412,-5.91852507634947,38.289494990296,83.879997253418,-0.4449961,7.60727041419046,-0.2324056,8,0
Argentina,2010,868.0,0.56104,0.2451674252024218,11.626984064934,5.01971006393433,2.67516171886537,2.472798546718453,34.9710132635696,10385.9644319555,10.1253981561002,38.4442699573202,83.8399963378906,-0.3614692,7.61053723396862,-0.0847979,8,0
Argentina,2011,1027.0,0.56597,0.0,11.7244096457628,5.29062986373901,2.04464008003071,2.454542157894737,35.2061549999644,12848.8641969705,6.00395169280579,38.2604784860788,83.6399993896484,-0.3661579,7.61554490679501,0.1589937,8,0
Argentina,2012,1079.0,0.63491,0.2396169713128884,11.7371786239148,5.34582996368408,2.80667189982932,2.3815089459459458,30.5265423717108,13082.664325572,-1.0264204544321,37.9961446073599,82.4700012207031,-0.4431399,7.62048242548759,0.1030405,8,0
Argentina,2013,922.0,0.61849,0.236950344804218,11.7419588567585,5.43661022186279,1.77920553648531,2.334612414479638,29.3339290021037,13080.2547323367,2.40532378079436,37.7410622908127,82.6500015258789,-0.432282,7.62534265498965,0.0653143,8,0
Argentina,2014,791.0,0.59396,0.2343594370686321,11.7212496041678,5.36144018173218,0.962406650325519,2.4246094741250634,28.4067936452275,12334.7982453893,-2.51261532081394,37.4954324954567,82.2099990844727,-0.5416201,7.63011755383861,-0.0051219,8,0
Argentina,2017,766.0,0.54152,0.2270415009840773,11.8086353780397,5.46223020553589,1.78936428458615,3.734722376,25.2896011376345,14613.0418246696,2.81850297245272,36.8197273819288,79.0299987792969,-0.2559502,7.64389475073197,0.1694364,8,0
Armenia,2007,170.0,0.21107,0.0,9.96408520308786,3.01893997192383,7.25233197719082,2.6974512436904146,56.9750470853147,3139.27749894333,13.7000000015467,57.6967089498781,57.2200012207031,-0.7423844,6.46725549588316,0.150446,11,0
Armenia,2008,266.0,0.22438,0.0,10.0667745532727,3.17272996902466,8.09234920917782,2.7442533095623878,54.5423279613666,4010.85724255226,6.90000000042959,58.0500084305732,70.5,-0.7080976,6.46353734875181,-0.0093653,11,0
Armenia,2009,160.0,0.29093,0.0,9.93691250447663,3.84079003334045,8.78869455248089,2.668089562874252,57.2742357441995,2994.34254448509,-14.1000000006998,58.3007192002154,60.810001373291,-0.6197577,6.46061102354301,0.2277748,11,0
Armenia,2010,192.0,0.24139,0.0,9.96662435007388,3.24900007247925,5.71603784546004,2.840160579573772,64.642975973633,3218.37270660563,2.2000000002151,58.3770093860371,71.5100021362305,-0.6963042,6.45898801352734,0.0718553,11,0
Armenia,2011,200.0,0.27014,0.0,10.006128373683,3.14385008811951,6.44066836705362,3.012231596273292,69.4355736620453,3525.80474671153,4.69999999867412,58.2512394353674,69.1100006103516,-0.656885,6.45887011557039,-0.063869,11,0
Armenia,2012,184.0,0.23853,0.0,10.0260967099092,2.77248001098633,4.67672787765567,3.430632202453988,75.9616759606704,3681.8574560431,7.20000000096486,58.2395369262703,64.9800033569336,-0.5877874,6.46002973922634,0.154795,11,0
Armenia,2013,175.0,0.22216,0.0,10.0461620293994,2.65018010139465,3.11193148125796,3.6013182205128205,77.5550481598824,3838.18580148382,3.3,58.2038869431711,70.3199996948242,-0.5319471,6.46203603487125,0.1103851,11,0
Armenia,2014,156.0,0.24151,0.0,10.0648139999268,2.24724006652832,3.50211424719527,3.458404569497681,75.778866962639,3986.23162376713,3.60000000058993,58.1184347110783,74.5100021362305,-0.5239985,6.46425146973665,-0.2971358,11,0
Armenia,2015,160.0,0.25002,0.0,10.0233898343936,2.80591011047363,1.74473699241328,3.5153694253883616,71.6820743427575,3607.29669672271,3.19999999896625,58.0447392019333,76.8600006103516,-0.5338237,6.46620797029806,-0.2523326,11,0
Armenia,2016,192.0,0.23305,0.0,10.0230933329806,2.75812005996704,3.16450822069324,3.832730454520175,76.0779674593548,3591.82927553023,0.199999999825991,58.000950231619,74.620002746582,-0.5719545,6.46777764709481,-0.6622638,11,0
Armenia,2017,187.0,0.22788,0.0,10.0617335698673,2.70759010314941,2.17684677683483,4.006361008,87.202376539837,3914.5012684128,7.50000000164144,57.9734407885213,73.6100006103516,-0.5604638,6.46905713174246,-0.6206948,11,0
Austria,2007,9669.0,2.41843,8.438323150889152,11.589604982458,5.14690017700195,17.7173406826104,5.873031178950495,100.733254061926,46855.7717452095,3.72741530093519,34.5800053724743,77.2099990844727,2.013397,6.91884188706976,1.283752,11,1
Austria,2008,9791.0,2.56945,8.41194900532308,11.6337655804023,5.26395988464355,1.46438004562602,6.185601443318431,102.073682731706,51708.7657541758,1.4604236757386,35.0487329273051,75.5699996948242,1.843035,6.92020140875959,1.339206,11,1
Austria,2009,9974.0,2.59674,8.389942472561591,11.602247021075,5.73024988174438,3.57347684121608,6.071597349999999,87.0622309742796,47963.1794023217,-3.76457817791677,35.5416598530673,75.8099975585938,1.703025,6.92133905700853,1.190602,11,1
Austria,2010,11065.0,2.7261,8.369797752207116,11.5931672252929,5.70047998428345,-5.61565003443295,5.772494008333332,99.0197962369563,46858.0432733717,1.83709367680054,36.0513570433141,75.25,1.585462,6.92238307618607,1.152648,11,1
Austria,2011,11603.0,2.66868,3.5749852561649726,11.63459848296,5.59226989746094,5.33121321219852,5.473390666666666,105.102788629725,51374.9584066934,2.92279728368581,36.5339303847556,75.9100036621094,1.431896,6.9238469996817,1.193522,11,1
Austria,2012,12396.0,2.91472,8.303686207968669,11.612174606076,5.48040008544922,1.27462102416561,5.483911758940398,105.152177427838,48567.69528642,0.680445576816723,36.776020360823,76.5999984741211,1.389731,6.92582711096491,1.340567,11,1
Austria,2013,13352.0,2.95492,8.254889282476768,11.6335378492551,5.54711008071899,0.104891997865552,5.483689947058824,104.066414086373,50716.7087062864,0.0255047121972183,36.8679209813428,76.9100036621094,1.550795,6.92838678728908,1.364101,11,1
Austria,2014,13686.0,3.08429,7.020536003882825,11.6454184685056,5.44761991500854,0.387373361663698,5.509293816283103,103.503535251069,51717.4959405515,0.661272848852605,36.889441147414,76.8000030517578,1.474735,6.93178097947291,1.2707,11,1
Austria,2015,14036.0,3.04979,6.942275786765222,11.5818559046631,5.45658016204834,-2.08889644070062,5.67137844701146,102.42731538918,44178.0473777432,1.01450158590511,36.7869427725879,76.8899993896484,1.519276,6.93664938805325,1.143079,11,1
Austria,2016,13874.0,3.12588,5.723005612666064,11.5972218589379,5.48435020446777,-7.31588324378827,5.841853061712014,100.982078278741,45276.8314351693,1.98943716230463,36.6996193690096,76.879997253418,1.548537,6.94134583250614,0.9096388,11,1
Austria,2017,13809.0,3.05212,4.54671212469449,11.6203837187423,5.35803985595703,3.2400857728781,5.906649113,104.944224211506,47426.5119597773,2.39958760332166,36.7542201329014,77.4199981689453,1.526029,6.94436253362923,1.046604,11,1
Belgium,2008,11315.0,1.92413,6.535964189638947,11.7119956839621,6.33294010162354,36.9532514977259,5.524751831113166,161.088447790447,48106.892915788,0.446928735275904,18.1539653950943,78.3000030517578,1.37489,7.02978837597044,0.6212433,9,1
Belgium,2009,10131.0,1.98537,6.483586846210154,11.6824573034893,6.45809984207153,16.0704608746845,5.266425533757962,135.406040531897,44583.5448070814,-2.02074306169408,18.1394404718828,77.5699996948242,1.460206,7.03328270751574,0.819909,9,1
Belgium,2010,11836.0,2.05081,6.424620025026648,11.682101400489,6.44259023666382,26.092414949357,5.162359536323426,149.997673074386,44141.8781415734,2.86429270764155,18.1053717091607,76.9199981689453,1.527498,7.03725059297809,0.8106462,9,1
Belgium,2011,11745.0,2.15533,2.7178186714867483,11.7182072313947,6.43199014663696,31.306951916507,5.05829353888889,161.493723664633,47348.5250202016,1.69451389861332,18.0016937800365,76.0299987792969,1.575072,7.04290077678959,0.9545354,9,1
Belgium,2013,11723.0,2.33393,6.272734742984103,11.717373146129,6.63052988052368,-5.682227348616,5.243372519526627,157.850845041743,46744.6625441516,0.459242192907709,18.0675257107035,75.8099975585938,1.673882,7.04764111722967,0.9400827,9,1
Belgium,2014,12183.0,2.38729,6.24494995430927,11.7280923764654,6.59046983718872,-2.84393021622138,5.287406220431111,158.783215919076,47700.5403601178,1.57853314322614,18.119255451112,75.6800003051758,1.573292,7.04956907763307,0.7012694,9,1
Belgium,2015,12392.0,2.46123,6.20886846387982,11.6647826560435,6.4515700340271,-4.22249472994031,5.685154019584951,154.192546509323,40991.8081381432,2.04145900919961,18.1467116736501,74.9199981689453,1.573307,7.05208558068628,0.5870946,9,1
Belgium,2016,12969.0,2.55595,6.177512407533671,11.6773692928256,6.45953989028931,12.0945056635852,5.9940486986061625,157.66502598438,41984.1030335609,1.26668640902095,18.1877074862457,74.9599990844727,1.638705,7.0542844136588,0.4413673,9,1
Belgium,2017,13778.0,2.70234,6.153760677434107,11.7013072173051,6.41228008270264,-7.41774090348338,6.039073467,165.34775639333,44192.6230270333,1.60808683450885,18.250677833757,75.3199996948242,1.497134,7.05595743768533,0.4280707,9,1
Brazil,2007,5403.0,1.08138,0.2629773497135332,12.1452226277425,4.97425985336304,3.19089484217804,3.326530898965288,25.2926113700037,7348.03079355548,6.0698706077184,11.8649456890383,83.9400024414063,-0.0759291,8.27905166009737,-0.3569552,10,0
Brazil,2008,5525.0,1.12904,0.3124505904956842,12.229380922233,5.26883983612061,2.99066328727667,3.2675580651249074,27.2575694188187,8831.02311697566,5.09419544732717,11.8761163946256,83.620002746582,0.00789,8.28336990061281,-0.3125997,10,0
Brazil,2009,5426.0,1.11866,0.3094593874474236,12.2219407539077,5.46355009078979,1.8884558245792,3.042105371191136,22.1059755993695,8597.91535151624,-0.125811999414864,11.8916739705953,83.9199981689453,-0.0693086,8.28754758883622,0.1662922,10,0
Brazil,2011,6361.0,1.13966,0.2025167423881829,12.4176711040722,5.73741006851196,3.91511319474609,3.222127836260624,23.934410646605,13245.6124995448,3.97442540583816,11.9059886416203,82.6699981689453,0.1659021,8.29559905846253,-0.1325754,10,0
Brazil,2012,6603.0,1.12684,0.3010728792265815,12.3918501638248,5.85510015487671,3.75502209852013,3.4954477682926828,25.1142943781206,12370.0242007149,1.92115031836305,11.9020348231735,81.5899963378906,-0.0372771,8.29947961454118,0.0459616,10,0
Brazil,2013,6848.0,1.19567,0.298454152241652,12.3931902073864,5.8388500213623,3.04152449114105,3.539863958506224,25.7859760796861,12300.3248822758,3.00484630505706,11.9010377792831,81.2600021362305,-0.08471,8.30327362499447,-0.2585533,10,0
Brazil,2014,6712.0,1.27131,0.2959109033970004,12.3902272352046,5.94848012924194,3.57142571130486,3.250404428203943,24.68540581659,12112.5882059697,0.503955740242247,11.9029092736725,82.4800033569336,-0.3384546,8.30699028252646,-0.0702901,10,0
Brazil,2015,6570.0,1.34264,0.2934390419442206,12.2558064491267,6.24105978012085,3.59214478752915,3.6756501619455513,26.9536426160569,8814.00098681261,-3.54576339269425,11.9076231405634,81.3600006103516,-0.3964888,8.3106333543293,-0.3314581,10,0
Brazil,2016,7216.0,1.26417,0.2910317715601599,12.2542338235212,6.314040184021,4.1373620835702,4.052694992285508,24.5336980295177,8710.09668954121,-3.27591690782192,11.9152906841139,81.6600036621094,-0.3814404,8.31421084744562,-0.3772054,10,0
Brazil,2017,7505.0,1.26326,0.2886921715839419,12.314463658985,6.32254981994629,3.3393463192874,4.223909855,24.3277137261615,9925.38623770041,1.32286905404399,11.9253580991488,81.5899963378906,-0.5320805,8.31771624303216,-0.4198374,10,0
Bulgaria,2007,346.0,0.43024,0.0,10.6474328667995,3.68264007568359,31.2470189183636,2.7834420289855077,123.609646159658,5885.10434781837,6.55708105188404,22.0425327146838,74.3899993896484,-0.1834969,6.87767869914766,0.3582801,8,0
Bulgaria,2008,430.0,0.44787,0.0,10.7359098710792,4.2223801612854,18.9142471117291,2.856393606145251,124.785885742919,7265.73549682997,6.08562760690579,22.2792817874142,75.4899978637695,-0.2546794,6.87463028740087,0.3706311,8,0
Bulgaria,2009,397.0,0.4947,0.0,10.7161996058687,4.27628993988037,7.49020002576984,2.633813124378109,92.6926468702512,6988.23332468094,-3.37483832880535,22.506530875478,74.8499984741211,-0.2125671,6.8718322089954,0.353604,8,0
Bulgaria,2010,391.0,0.56387,0.0,10.7022738994079,3.88239002227783,3.65786666432724,2.7649704511932036,103.67486497353,6812.40633845402,0.559446489731144,22.7407004009227,74.5999984741211,-0.1851036,6.86897335505494,0.3600911,8,0
Bulgaria,2011,395.0,0.53191,0.0,10.7588075951045,3.56643009185791,3.66605452575259,2.8961277780082986,117.82799141172,7809.42506245471,2.35455692273156,22.974840370663,73.2399978637695,-0.2203161,6.86618853323677,0.3017503,8,0
Bulgaria,2012,371.0,0.60479,0.0,10.7326610929747,3.49484992027283,3.30927713792623,2.98821032195122,124.49021905247,7395.84980340721,0.356586982837044,23.1974396564401,73.3300018310547,-0.2278577,6.86367301014871,0.379834,8,0
Bulgaria,2013,500.0,0.63724,0.0,10.7451950468952,4.07420015335083,3.57641963105295,3.043094623880597,130.061302046188,7655.12970759319,0.325769436153124,23.3698078619312,73.4899978637695,-0.2672882,6.86124249316537,0.1707104,8,0
Bulgaria,2017,425.0,0.75239,0.0,10.7706423263423,4.09250020980835,3.42595880090917,3.186425924,130.224304689056,8334.08172775332,3.50275153013627,23.977110796381,74.5199966430664,-0.1611153,6.84978457131319,0.3319523,8,0
Canada,2007,22900.0,1.90857,6.689161506003903,12.1658308627482,4.78036022186279,8.22207237541267,5.658683553299772,66.4573075094755,44543.0410359004,6.86860885703047,19.7256195487836,77.7300033569336,2.0009,7.51705099894948,1.006867,5,1
Canada,2008,22347.0,1.8604,6.316336952875133,12.1900882033823,4.63825988769531,4.52638317046757,5.550162192801253,67.1905466860828,46594.4509535289,1.00762269545756,19.816099843437,77.6399993896484,2.002689,7.52175400479871,1.04185,5,1
Canada,2009,22105.0,1.92227,6.541993128230946,12.1370859197886,4.85264015197754,1.52799070082776,5.473697588268156,58.6224650926874,40773.061528975,-2.92840016684549,19.8949091397411,77.7099990844727,2.061789,7.52671259721988,1.126739,5,1
Canada,2010,24224.0,1.82958,6.763733297291457,12.2077593935719,5.36992979049683,1.84167335240663,5.457925004772376,60.3499363166922,47448.0132198383,3.08949461982786,19.9808360690005,77.1699981689453,2.069799,7.53154136154461,0.9363182,5,1
Canada,2011,24970.0,1.79132,2.6209016087909465,12.2525248584489,5.27443981170654,2.14342522627281,5.442152421276596,62.6449640153634,52087.446383568,3.14688137207058,20.0827454327576,76.6900024414063,1.977883,7.5357917920262,1.077176,5,1
Chile,2009,506.0,0.35202,1.184400077080757,11.2365108061148,4.23064994812012,8.03710561832577,3.5701850784530387,66.3372029179199,10208.9067622861,-1.5642394429907,42.3290026332101,83.5999984741211,1.380127,7.22753156868283,0.6032314,8,0
Chile,2010,547.0,0.32947,1.1721586990351258,11.3395260723658,4.16208982467651,7.33040295464986,3.598828078849161,69.0637159959816,12808.034586422,5.84417729578996,42.1977254812586,83.8399963378906,1.497289,7.2320435806975,0.6796045,8,0
Chile,2011,679.0,0.35144,0.5802626222207161,11.4018346045382,4.04518985748291,10.1346850309879,3.627471079245283,72.2056659465459,14637.2402355403,6.11091882913644,42.0838522534591,84.4400024414063,1.528443,7.23637540373515,0.4525534,8,0
Chile,2013,805.0,0.3887,1.1382063018271569,11.4446448093917,4.52942991256714,7.97833691854143,3.8355863625,64.97347660553,15842.9408052125,4.045004298149,41.8802151562933,84.25,1.541565,7.24480900985716,0.3637425,8,0
Chile,2014,998.0,0.37503,1.1261921377260908,11.4158771257842,4.73094987869263,9.04194921629608,3.921684468608892,65.2725878378209,14670.996760602,1.76673978363866,41.7411286714795,82.9100036621094,1.488503,7.24941750458413,0.4475169,8,0
Chile,2015,851.0,0.38073,1.1130061277108865,11.3872457827659,4.87530994415283,8.55986294079936,4.236108218439927,58.9722752972023,13574.171830724,2.30376703612392,41.5540373322074,83.9300003051758,1.27997,7.25453244029271,0.4334392,8,0
Chile,2016,945.0,0.36949,0.5491769265730679,11.3987039315717,5.34201002120972,4.92278292827018,4.340419089275858,55.6880414942094,13753.5944374598,1.71108928867399,41.3044921734025,82.9599990844727,1.140054,7.26028771774355,0.4131105,8,0
Chile,2017,877.0,0.35518,1.082811296472163,11.4425502386156,5.4194598197937,2.21185081608949,4.380179405,55.6556655521952,14999.3700885512,1.18857258229855,41.0126197826741,82.4599990844727,1.039302,7.26647721774732,0.4170224,8,0
Colombia,2007,204.0,0.18498,0.0,11.3142503832689,4.08301019668579,4.30967543381153,3.530550984174172,37.0988970982903,4714.07305530503,6.73819469090975,23.0002809443003,75.0100021362305,-0.2159635,7.64085407464576,-1.80328,12,0
Colombia,2008,205.0,0.20164,0.0,11.3841507395318,3.9387800693512,4.36198207878709,3.4031612130674755,39.1676494164355,5472.53652992425,3.28344618616541,23.2722861083463,75.2600021362305,-0.2376168,7.64596207030754,-1.850909,12,0
Colombia,2009,260.0,0.196,0.0,11.3662320791515,4.77651977539063,3.45732686886784,3.004728442975207,35.1561285074585,5193.24145795078,1.13964864548062,23.5627656088855,77.0,-0.309453,7.65079356371646,-1.831908,12,0
Colombia,2010,242.0,0.19532,0.0,11.4572202745373,4.83382987976074,2.24383070981721,3.0948055231442297,34.2646031687681,6336.70947398466,4.49465897070922,23.8749851981533,78.0299987792969,-0.385391,7.65535647852741,-1.537185,12,0
Colombia,2011,405.0,0.20625,0.0,11.524972036432,4.46608018875122,4.37298435526367,3.1848826033132527,39.4704235545367,7335.16693447605,6.94789198173555,24.2136792449006,78.9000015258789,-0.2887937,7.6595620344222,-1.284656,12,0
Colombia,2012,346.0,0.234,0.0,11.5692817972067,4.37038993835449,4.05475909597831,3.22874413144208,38.835151018669,8050.2553716705,3.91263576716115,24.5769647956777,80.0400009155273,-0.3874514,7.66347213985143,-1.40181,12,0
Colombia,2013,380.0,0.27128,0.0,11.5821953666071,4.87855005264282,4.24227326182844,3.2261303061224487,37.9866487978457,8218.34784431477,5.13399351995672,24.9445338401043,79.5,-0.405205,7.66741084763337,-1.291972,12,0
Colombia,2014,460.0,0.30563,0.0,11.5810527598891,4.62945985794067,4.24250654263701,3.1862973202108917,37.4874656411103,8114.3439208516,4.49903000110972,25.2948197241972,79.4700012207031,-0.3686264,7.67179934885962,-1.114594,12,0
Colombia,2015,557.0,0.28975,0.0,11.4675810974583,4.47038984298706,3.99477553061049,3.7424609065055847,38.3607641184453,6175.87602970259,2.95590137527523,25.6111423519996,79.4899978637695,-0.2981746,7.67688252777252,-1.069147,12,0
Colombia,2016,750.0,0.26694,0.0,11.4515178109801,4.47721004486084,4.89624405592123,4.182536907494068,36.202652984202,5870.77795724164,2.08738250162794,25.8834620078785,78.9700012207031,-0.3242517,7.68282215604414,-0.8824593,12,0
Colombia,2017,784.0,0.24294,0.0,11.4939927205225,4.53551006317139,4.43649182871208,4.02251339,35.2829149424588,6376.70671552601,1.35936086788746,26.1208626144662,78.4800033569336,-0.3700264,7.68939627762302,-0.7726035,12,0
Colombia,2018,637.0,0.23699,0.0,11.523185582744,4.45748996734619,3.45809188974612,4.02251339,36.5618892194281,6716.91159778134,2.5153244557176,26.360100139578,77.4400024414063,-0.2874098,7.69601595021848,-0.7874593,12,0
Costa Rica,2007,52.0,0.35842,0.0,10.4272259180544,4.65889978408813,8.3812979385263,3.727734375,86.9115336752236,6071.78916451552,8.16789615043734,38.2375047913438,80.9800033569336,0.5165263,6.64390923525218,0.5834517,11,0
Costa Rica,2008,39.0,0.38831,0.0,10.4859048567074,4.9171199798584,7.9577892488515,3.5120765,86.9344295868602,6859.07902178333,4.64959823286544,37.6452148912386,79.9800033569336,0.5518208,6.64963905041884,0.3603145,11,0
Costa Rica,2009,48.0,0.52028,0.0,10.4851869030153,6.04635000228882,5.28301613200829,3.544326621052632,70.1778204869585,6760.47751541355,-0.970548312824846,37.1018193945047,79.4800033569336,0.7520683,6.65520953030076,0.5871099,11,0
Costa Rica,2010,33.0,0.48492,0.0,10.571343242156,6.63444995880127,5.11670166270877,3.5219195466965285,68.2185760468363,8141.91312675461,4.95186384401947,36.6033545821878,75.1500015258789,0.7081604,6.66061677795836,0.6915372,11,0
Costa Rica,2011,36.0,0.46782,0.0,10.6259572168004,6.45534992218018,6.46733166515868,3.499512472340425,69.4510688833182,9121.93251763187,4.30710165992471,36.1482116457847,73.8000030517578,0.6489542,6.6658703617138,0.508276,11,0
Costa Rica,2012,44.0,0.55606,0.0,10.6672019074999,6.6898398399353,5.80183712641694,3.6194273212435233,68.1445367713398,9913.20995852366,4.79691991858159,35.7453784528187,77.4800033569336,0.6182616,6.67098760301003,0.6384025,11,0
Costa Rica,2013,69.0,0.55567,0.0,10.6967502044526,6.84933996200562,6.44362106587432,3.8469110852941175,65.618374542571,10490.0813312933,2.26902740046155,35.3893976020194,79.25,0.6259013,6.67597134909078,0.677918,11,0
Costa Rica,2014,48.0,0.57209,0.0,10.7039596757693,6.86952018737793,6.41022687906809,4.027519960819546,67.0455482227914,10547.1518593556,3.51533856391144,35.0792438198717,77.7799987792969,0.7554398,6.68082447668158,0.5774182,11,0
Costa Rica,2015,67.0,0.44993,0.0,10.7385902710818,7.0825400352478,5.39565134139048,4.336153699621299,62.518296398852,11299.1355423011,3.63173144154423,34.8107776482716,78.0500030517578,0.7484275,6.68554505269305,0.6820255,11,0
Costa Rica,2016,58.0,0.42926,0.0,10.7570769666188,7.09768009185791,4.58454781040966,4.519236484586884,63.9275351988347,11666.4559107759,4.245989878198,34.5815130657533,74.6100006103516,0.7442378,6.69013802249792,0.6614283,11,0
Costa Rica,2017,82.0,0.42336,0.0,10.7670211622538,7.31572008132935,4.90568344691651,4.847202301,65.8144121143357,11814.6265687665,3.86019845392708,34.3879060371066,74.9300003051758,0.4666447,6.6946011630469,0.6086774,11,0
Croatia,2007,548.0,0.79187,0.0,10.778682407618,3.96519994735718,7.73354851084329,3.7501431901431914,84.2046393728707,13937.448387519,5.06762513457255,29.2707901291276,75.8399963378906,0.0918284,6.63449913548097,0.6047199,7,0
Croatia,2008,528.0,0.88397,0.0,10.8465500372834,4.28182983398438,7.47442588620113,3.6720101113693326,83.0676643908534,16296.8059238498,1.89345290008815,29.1694902556023,75.3399963378906,-0.0105806,6.63444754365102,0.5717462,7,0
Croatia,2009,423.0,0.84323,0.0,10.7965749850607,4.3918399810791,4.90350582849368,3.5105148387096774,70.9411958924021,14540.6416034433,-7.32353731934752,29.0959282555158,75.370002746582,-0.0464476,6.63399141494154,0.6115873,7,0
Croatia,2010,404.0,0.7422,0.0,10.7775595821533,4.24204015731812,2.57859461277261,3.5150312443548386,73.9011973201965,13949.3264974977,-1.31656297984225,29.058186863351,74.6999969482422,0.0592684,6.63300634267859,0.6084636,7,0
Croatia,2011,366.0,0.75041,2.336109098163772,10.7961429558678,4.15010976791382,1.9971575751643,3.51954765,79.227980935668,14609.5243524166,-0.198369263496232,29.0556330195268,72.370002746582,0.063671,6.63150687918629,0.6237471,7,0
Croatia,2013,411.0,0.81016,2.349795767500868,10.7648787278928,4.56486988067627,1.610661994771,3.5276528454545453,82.6886921902069,13674.4178049999,-0.447092176997273,28.9944125594662,72.8099975585938,0.1242202,6.62896988279288,0.6426679,7,0
Croatia,2017,280.0,0.8645,0.0,10.7441493221224,3.91712999343872,0.859425352928817,3.806608915,99.1495932321043,13451.6249479152,3.43921735228665,29.3482762633661,72.2600021362305,0.1867018,6.61537457211212,0.6918686,7,0
